Field Name ,Question,Grouping,Max,
ped_equip_55,Working watch/timing device available to every health worker managing children,Ped Equipment,2,
ped_equip_56,Torch,Ped Equipment,2,
ped_equip_57,Child vaccination cards,Ped Equipment,2,
ped_equip_58,Mother's counselling cards,Ped Equipment,2,
ped_equip_59,IMCI chart booklet,Ped Equipment,2,
ped_equip_60,Stock cards/drug log book,Ped Equipment,2,
ped_equip_62,Skin disinfectant,Ped Equipment,2,
ped_equip_63,Gowns,Ped Equipment,2,
ped_equip_64,"Eye protection (googles, face shields)",Ped Equipment,2,
ped_equip_65,Medical (surgical or procedural) masks,Ped Equipment,2,
ped_equip_66,Auto-disposable syringes,Ped Equipment,2,
ped_equip_67,Disposable syringes with disposable needles,Ped Equipment,2,
ped_infcrtl_1,"Clean running water (piped, bucket with tap, or pour pitcher)",Ped Hygiene,2,
ped_infcrtl_2,Hand-washing soap/liquid soap,Ped Hygiene,2,
ped_infcrtl_3,Alcohol-based hand rub,Ped Hygiene,2,
ped_infcrtl_4,Disposable latex gloves,Ped Hygiene,2,
ped_infcrtl_5,Waste receptacle (pedal bin) with lid and plastic bin liner,Ped Hygiene,2,
ped_infcrtl_6,Sharps container (safety-box),Ped Hygiene,2,
ped_infcrtl_7,"Environmental disinfectant (e.g., chlorine, alcohol)",Ped Hygiene,2,
ped_infcrtl_8,Disposable syringes with disposable needles,Ped Hygiene,2,
ped_infcrtl_9,Auto-disposable syringes,Ped Hygiene,2,
lab_equip_3,Balance,Lab Equipment,2,
lab_equip_4,Light microscope,Lab Equipment,2,
lab_equip_5,Glass slides and cover slips,Lab Equipment,2,
lab_equip_6,Pipettes,Lab Equipment,2,
lab_equip_7,Refrigerator,Lab Equipment,2,
lab_equip_8,Centrifuge,Lab Equipment,2,
lab_equip_9,Vortex mixer,Lab Equipment,2,
lab_equip_11,Glucometer,Lab Equipment,2,
lab_equip_12,Glucometer test strips (with valid expiration date),Lab Equipment,2,
lab_equip_14,Colorimeter or hemoglobinometer,Lab Equipment,2,
lab_equip_15,Hemocue,Lab Equipment,2,
lab_equip_16,Hematology analyzer (for full blood count),Lab Equipment,2,
lab_equip_17,Stains for full blood count and differential,Lab Equipment,2,
lab_equip_18,White blood cell counting chamber,Lab Equipment,2,
lab_equip_19,Biochemistry analyzer,Lab Equipment,2,
lab_equip_20,Specific assay kit - serum electrolyte test,Lab Equipment,2,
lab_equip_21,Group sera,Lab Equipment,2,
lab_equip_23,Specific assay kit - liver function test,Lab Equipment,2,
lab_equip_24,Specific assay kit - renal function test,Lab Equipment,2,
lab_equip_26,"Incubator (aerobic, anaerobic, CO2)",Lab Equipment,2,
lab_equip_27,ELISA washer,Lab Equipment,2,
lab_equip_28,ELISA reader,Lab Equipment,2,
lab_equip_29,Specific assay kit - HIV antibody testing by ELISA,Lab Equipment,2,
lab_equip_30,Specific assay kit - syphilis serology,Lab Equipment,2,
lab_equip_31,Specific assay kit - cryptococcus antigen test,Lab Equipment,2,
lab_equip_32,Gram stains,Lab Equipment,2,
lab_equip_33,Rapid diagnostic tests for malaria parasite,Lab Equipment,2,
lab_equip_34,Wright-Giemsta stain or other acceptable malaria parasite stain (ex. Field stain A and B),Lab Equipment,2,
lab_equip_35,Platform for HIV viral load testing,Lab Equipment,2,
lab_equip_36,Automated identification and susceptibility testing platform,Lab Equipment,2,
lab_equip_37,Tuberculosis PCR platform,Lab Equipment,2,
lab_support_1,Blood glucose,Tests Available,2,
lab_support_3,Hemoglobin,Tests Available,2,
lab_support_5,Hematocrit (PCV),Tests Available,2,
lab_support_7,CBC count,Tests Available,2,
lab_support_9,Different blood count,Tests Available,2,
lab_support_11,Blood microscopy for malaria ,Tests Available,2,
lab_support_13,RDT for malaria,Tests Available,2,
lab_support_15,Sputum for AFB,Tests Available,2,
lab_support_15_v3,Sputum for TB PCR,Tests Available,2,
lab_support_19,CSF microscopy,Tests Available,2,
lab_support_21,Urine microscopy testing,Tests Available,2,
lab_support_23,"Urine dip-stick (albumin, glucose, nitrite, leukocytes)",Tests Available,2,
lab_support_25,HIV serology,Tests Available,2,
lab_support_25_v3,HIV RDT,Tests Available,2,
lab_support_25_v5,HIV viral load,Tests Available,2,
lab_support_25_v4,HIV infant diagnosis (PCR),Tests Available,2,
lab_support_27,Blood grouping and cross match,Tests Available,2,
lab_support_29,Bilirubin,Tests Available,2,
lab_support_31,Chest X-ray,Tests Available,2,
lab_support_33,Blood culture (Automated),Tests Available,2,
lab_support_33_v3,Blood culture (Manual),Tests Available,2,
lab_support_35,Serum electrolytes,Tests Available,2,
lab_support_37,C-reactive protein (CRP),Tests Available,2,
lab_support_39,Ultrasonogram,Tests Available,2,
lab_support_43,Gram stain testing,Tests Available,2,
lab_support_45,CSF/ other body fluid cell counts,Tests Available,2,
lab_support_49,Arterial blood gas,Tests Available,2,
lab_support_55,Serum creatinine testing,Tests Available,2,
lab_support_57,Other renal function testing (such as urea nitrogen),Tests Available,2,
lab_support_59,ABO blood grouping testing,Tests Available,2,
lab_support_63,Cross-match testing by direct agglutination,Tests Available,2,
lab_support_65_v3,Antimicrobial susceptibility testing,Tests Available,2,
lab_support_67,X-ray machine,Imaging,2,
lab_support_68,Ultrasound equipment,Imaging,2,
lab_support_73,Are there times when any of the above tests are not available? Please explain.,Imaging,2,
end_sec_9,"If you would like to elaborate on any items from this section, please use the text box on the right. ",,,
standards_care_15,"Are there any job aides (wall charts, chart booklets) displayed in the facility for the management of paediatric emergencies?",Job Aides,1,
job_aides2,Acute watery diarrhea with severe dehydration,Job Aides,2,
job_aides4,Heart failure,Job Aides,2,
job_aides6,Convulsions,Job Aides,2,
job_aides7,Severe pneumonia,Job Aides,2,
job_aides8,Unconsciousness,Job Aides,2,
job_aides17,Malaria,Job Aides,2,
job_aides18,Measles,Job Aides,2,
job_aides19,Meningitis,Job Aides,2,
job_aides20,Sepsis,Job Aides,2,
job_aides21,Severe malnutrition,Job Aides,2,
standards_care_1,Are patient consultations completed in private and closed rooms?,Standards of Care,1,
standards_care_4,An advice/complaint box on the hospital premises or a formal way so that patients can communicate with the hospital/authority.,Standards of Care,1,
standards_care_5,An essential drug list exists in hospital.,Standards of Care,1,
standards_care_7,Essential drugs are available on the wards and in the emergency area and immediately accessible.,Standards of Care,1,
standards_care_8,Drugs are not expired.,Standards of Care,1,
standards_care_10,There is a range of I.V. fluids.,Standards of Care,1,
stockout_drugs,Has there ever been a stock-out for more than 24 hours of essential drugs? (listed above),Standards of Care,1,
standards_care_11,Pulse oximetry is immediately available for use.,Standards of Care,1,
standards_care_o2,Oxygen is immediately available for use.,Standards of Care,1,
standards_care_iv,Intravenous fluids are immediately available for use.,Standards of Care,1,
standards_care_12,All essential equipment is in working order.,Standards of Care,1,
standards_care_14,Paediatric size anesthesia equipment is available and in working condition.,Standards of Care,1,
stockout_epuipment,Has there ever been a stock-out for more than 24 hours of essential equipment? (listed above),Standards of Care,1,
standards_care_51,A qualified staff member is designated to carry out triage.,Standards of Care,1,
standards_care_52,A health professional (medical officer) is available without delay to manage children determined to have an emergency condition.,Standards of Care,1,
standards_care_46,"Children are assessed for severity/priority signs (triaged) immediately on arrival. Patients do not have to wait for their turn, registration, etc. before a first assessment and action.",Standards of Care,1,
standards_care_53,Staff doing triage are trained in ETAT guidelines and implement them appropriately when the emergency room gets busy during peak hours.,Standards of Care,1,
standards_care_54,"Staff are skilled in the management of common emergency conditions and starts treatment without delay: management of convulsions, lethargy, severe respiratory distress, shock and severe dehydration etc.",Standards of Care,1,
standards_care_48,"Essential drugs for emergency conditions (anticonvulsants, glucose, IV fluids, adrenaline (pre-diluted), atropine, salbutamol sol, injectable steroid, dopamine, dobutamine) are always available and free of charge to the family.",Standards of Care,1,
standards_care_50,"Essential equipments (needles and syringes, nasogastric tubes, oxygen equipment, self-inflating resuscitation bags with masks of different sizes, nebulizers or spacers, paediatric stethoscope, BP machine with multiple size cuffs, thermometer, sucker machine, weighing machine, torch, tongue depressor, butterfly needle of different size, IV cannula) are available.",Standards of Care,1,
standards_care_55,"Essential laboratory tests (blood glucose, hemoglobin, hematocrit (PCV), microscopy for malaria, microscopy for cells in CSF and urine, blood grouping and cross-matching, HIV test) are available 24 hours/day and results are delivered within 60 minutes to the ward/emergency area.",Standards of Care,1,
standards_care_49,"Essential lab tests (glucose, Hb, or PCV, blood group, CBC) are available 24 hours/day and results are obtained within 60 minutes.",Standards of Care,1,
standards_care_57,Tests for emergencies are given priority.,Standards of Care,1,
standards_care_58,The tests are done according to the Standard Operating Procedure (SOP) of the facility.,Standards of Care,1,
standards_care_63,Children are kept in a separate ward or separate area of a ward from adult patients.,Standards of Care,1,
standards_care_64,Severely ill children are kept apart from adults in wards such as for infectious diseases or intensive care.,Standards of Care,1,
standards_care_65,"Children with surgical conditions are at least kept in a separate room, with staff aware of the special needs for children such as feeding and warmth.",Standards of Care,1,
standards_care_67,"In cold climates, the ward has an efficient and safe heat source.",Standards of Care,1,
standards_care_73,There is a toilet in each ward that is functioning and cleaned daily.,Standards of Care,1,
standards_care_74,Mothers can remain with their children day and night.,Standards of Care,1,
standards_care_75,"Mothers have access to running water and to an appropriate space, near the ward, to wash themselves and their child.",Standards of Care,1,
standards_care_77,Daily counselling of the mother is done by the staff nurse.,Standards of Care,1,
standards_care_78,"In malarious areas, beds are equipped with insecticide treated mosquito nets that are without holes.",Standards of Care,1,
standards_care_79,At least one health education session is done with mothers and/or fathers to maintain personal hygiene and hospital cleanliness.,Standards of Care,1,
standards_care_95,The ward is cleaned weekly.,Standards of Care,1,
standards_care_96,Sharps are disposed of in a special container/bin.,Standards of Care,1,
standards_care_80,"Updated (within the last 3 years) guidelines, protocols, job aids, and paediatric textbook are on health facility site.",Standards of Care,1,
standards_care_84,Audits/death reviews and regular staff meetings are conducted to review fatal cases and problems with the organization of the hospital.,Standards of Care,1,
standards_care_85,"The audits take into aspect monitoring, hospital flow, and quality of care as well as more academic aspects on diagnosis.",Standards of Care,1,
standards_care_86,All staff participate in the audit.,Standards of Care,1,
end_survey_2,"If there are any additional questions or concerns, please comment using the text box on the right.",,,
environmental_scan_step_1_complete,Complete?,,,
country_obs,Country,,,
city_obs,City,,,
town_obs,Town,,,
nameoffacility,Name of facility,,,
typeoffacility,Type of facility,,,
explainfacility,Please specify. ,,,
nameofassessor,Name of assessor,,,
affiliationtofacility,How are you affiliated with the facility?,,,
explainfacility_2,Please specify. ,,,
designation,"What designations do you hold? (Eg. MD, MBBS, MPH, NP, RN, OT)",,,
dateofassessment,Date of assessment (mm-dd-yyyy),,,
symptoms,Symptoms,PNA History,2,
his_of_illness,History of illness,PNA History,2,
dur_of_illness,Duration of illness,PNA History,2,
feeding,Feeding,PNA History,2,
imm_history,"Immunization history (BCG, DPT/Penta, Measles, Hib)",PNA History,2,
fam_history,"Family, socio-economic and environmental history",PNA History,2,
asthma,Personal or family history of asthma,PNA History,2,
exposuretb,Exposure to tuberculosis,PNA History,2,
resp_rate,Respiratory rate,PNA Exam,2,
heart_rate,Heart rate,PNA Exam,2,
temp,Temperature,PNA Exam,2,
blood_pressure,Blood pressure,PNA Exam,2,
pulse_ox,Pulse oximetry,PNA Exam,2,
severe_resp_distress,Severe respiratory distress (head nodding),PNA Exam,2,
severe_palmor_pal,Severe palmor pallour,PNA Exam,2,
central_cyanosis,Central cyanosis,PNA Exam,2,
grunt_flare_wheez,"Grunting, nasal flaring, wheezing, stridor",PNA Exam,2,
jugular_venous,Raised jugular venous pressure in older children,PNA Exam,2,
chest_wall,Lower chest wall indrawing,PNA Exam,2,
apex_beat,Apex beat displaced/trachea shifted from midline,PNA Exam,2,
percussion,Percussion signs of pleural effusion (dullness) or pneumothorax (hyper-resonance),PNA Exam,2,
auscultation,Auscultation,PNA Exam,2,
vocal_resonance,Vocal resonance,PNA Exam,2,
concul_lethargy,"Convulsions, lethargy, or unconsciousness",PNA Exam,2,
chest_xray,Did the patient obtain a chest x-ray?,PNA Investigation,1,
classify_severity,Did the health worker correctly diagnose pneumonia and classify/recognize severity?,,,
diagnosis,What is the diagnosis?,,,
child_admit,Was the child admitted?,,,
monitoring_plan,"At the time of admission, a monitoring plan is  prescribed according to the severity of the  patient's condition.",PNA Monitoring,1,
monitoring_chart,"A standard monitoring chart is used with the  following information: patient details; vital signs;  clinical signs depending on condition; treatments  given, progress feeding and outcome.",PNA Monitoring,1,
iv_antibiotic,Intravenous antibiotic treatment,PNA Treatment,2,
iv_dose,Appropriate antibiotics at correct doses are administered for pneumonia according to severity and weight,PNA Treatment,2,
dose_and_time,Doses and time are recorded for medications and intravenous fluids,PNA Treatment,2,
oxygen_therapy,Oxygen therapy,PNA Treatment,2,
oxygen_admin,"Oxygen therapy administered correctly (prongs or catheter, correct flow, no interruptions)",PNA Treatment,2,
oxygen_monitor,"Oxygen monitoring 3 hrly by nurses to check blocked catheter, position and connection",PNA Monitoring,2,
reassessment,Seriously ill child is reassessed by a doctor upon admission and reviewed at least twice daily until improved,PNA Monitoring,2,
reassess_during_day,Child is reassessed daily during working days by a doctor,PNA Monitoring,2,
complications,"If the child has not improved after two days or condition worsens, a health professional looks for complications (eg. staph pneumonia, empyema, pneumothorax, tuberculosis or considers other diagnoses)",PNA Monitoring,2,
record_and_complete,Findings recorded and complete,PNA Monitoring,2,
oral_anti,Oral antibiotics prescribed,PNA Treatment,2,
discharge_note,Child receives a discharge note explaining their condition and providing information for the staff at the follow up facility,PNA Followup,2,
followup,"Before discharge, follow up is arranged in the health facility closest to the patient's home",PNA Followup,2,
counselling,Counselling on post discharge care,PNA Followup,2,
additional_notes,Were any additional steps completed that are not lised above. Please explain.,PNA Followup,,
symptoms_diarrhea,Symptoms,DIA History,2,
his_of_illness_diarrhea,History of illness,DIA History,2,
dur_illness_diarrhea,Duration of illness,DIA History,2,
feeding_diarrhea,Feeding,DIA History,2,
immunization,"Immunization History (BCG, DPT/Penta, Measles, Hib)",DIA History,2,
economic_history,Socio-economic and environmental history,DIA History,2,
antibiotic_treatment,Recent antibiotic treatment,DIA History,2,
attacks_crying_pallor,Attacks of crying with pallor,DIA History,2,
muac,MUAC,DIA Exam,2,
weight,Weight,DIA Exam,2,
height,Height,DIA Exam,2,
resp_rate_diarrhea,Respiratory rate,DIA Exam,2,
heart_rate_diarrhea,Heart rate,DIA Exam,2,
temp_diarrhea,Temperature,DIA Exam,2,
bp_diarrhea,Blood pressure,DIA Exam,2,
abdominal_mass,Check for abdominal mass,DIA Exam,2,
abdominal_distenion,Check for abdominal distension,DIA Exam,2,
resltessness,Restlessness or irritability,DIA Exam,2,
lethargy_diarrhea,Lethargy/reduced level of consciousness,DIA Exam,2,
sunken_eyes,Sunken eyes,DIA Exam,2,
skin_pinch,Skin pinch,DIA Exam,2,
dehydration_imci,Dehydration is correctly classified based on  recommended signs according to the IMCI guidelines,DIA Diagnosis,2,
malnutrition_young_infants,Child with dysentery and severe malnutrition; and   young infants (< 2 months) with dysentery are   properly assessed (for surgical causes) and admitted   or referred,DIA Diagnosis,2,
malnutrition_weight,"Child with severe malnutrition is assessed weight for   height z-score with bipedal edema, or weight for age z-score, or BMI.",DIA Diagnosis,2,
diagnosis_diarrhea,Was a diagnosis given?,,,
diagnosis_diarrhea2,What is the diagnosis?,,,
admitted_diarrhea,Was the child admitted?,,,
admission_plan,"At the time of admission, a monitoring plan is prescribed according to the severity of the  patient's condition.",DIA Monitoring,1,
monitoringplan_diarrhea,"A standard monitoring chart is used with the  following information: patient details; vital signs;  clinical signs depending on condition; treatments  given, progress feeding and outcome.",DIA Monitoring,1,
iv_fluids_diarrhea,Intravenous fluids,DIA Treatment,2,
fluids_by_weight,"The amount of fluids by weight and time is correctly calculated (75ml/kg, in 4 hours) or (30 ml/kg in 1 hour and then 70 ml/kg in 5 hours in <   12 months; 30 ml/kg in 30 minutes and then 70 ml/kg in 2 ½ hours in 12-59 months)",DIA Treatment,2,
signs_of_dehydration,"Signs of dehydration are monitored during rehydration (15-30 minutes interval for strong radial pulse, then hourly skin pinch, consciousness and ability to drink)",DIA Monitoring,2,
fluid_monitor,Fluid intake and rate of infusion are monitored and adjusted according to assessment during intravenous infusion,DIA Monitoring,2,
iv_antibiotics_diarrhea,Intravenous antibiotics,DIA Treatment,2,
antibiotic_prescription,Antibiotics are given only to children with bloody diarrhoea or suspected cholera,DIA Treatment,2,
choice_of_antibiotics,Correct choice of antibiotics according to WHO guidelines and national adaptations,DIA Treatment,2,
reassess_twicedaily,Seriously ill child is reassessed by a doctor upon admission and reviewed at least twice daily until improved,DIA Monitoring,2,
reassess_daily,Child is reassessed daily during working days by a doctor,DIA Monitoring,2,
doses_recorded_diarrhea,Doses and time are recorded for medications and intravenous fluids,DIA Treatment,2,
recorded_diarrhea,Findings complete and recorded,,2,
oral_ors,Oral ORS provided,DIA Treatment,2,
oral_anti_diarrhea,Oral antibiotics prescribed,DIA Treatment,2,
counsel_diarrhea,Counselling of mother on nutrition at discharge,DIA Followup,2,
feeding_continued,Feeding (breast milk and/or other food) is continued and encouraged for children with diarrhea,DIA Treatment,2,
followup_diarrhea,"Before discharge, follow up is arranged in the health facility closest to the patient's home",DIA Followup,2,
discharge_note_diarrhea,All children receive a discharge note explaining their condition and providing information for the staff at the follow up facility,DIA Followup,2,
additional_notes_diarrhea,Were any additional steps completed that are not listed above. Please explain. ,DIA Followup,,
symptoms_malaria,Symptoms,MAL History,2,
history_malaria,History of illness,MAL History,2,
duration_malaria,Duration of illness,MAL History,2,
feeding_malaria,Feeding,MAL History,2,
enviro_history_malaria,Environmental history,MAL History,2,
immunization_hist_malaria,"Immunization History (BCG, DPT/Penta, Measles, Hib)",MAL History,2,
resp_rate_malaria,Respiratory rate,MAL Exam,2,
heart_rate_malaria,Heart rate,MAL Exam,2,
temp_malaria,Temperature,MAL Exam,2,
bp_malaria,Blood pressure,MAL Exam,2,
lethargy_malaria,Check for lethargy/consciousness,MAL Exam,2,
acidosis,Check for acidosis,MAL Exam,2,
weakness_malaria,Check for generalized weakness,MAL Exam,2,
jaundice_malaria,Check for jaundice,MAL Exam,2,
resp_distress_malaria,Check for respiratory distress,MAL Exam,2,
sever_pallor_malaria,Check for severe pallor,MAL Exam,2,
haematocrit,Haematocrit,MAL Investigation,1,
blood_glucose,Blood glucose,MAL Investigation,1,
blood_smears,Blood smears,MAL Investigation,1,
rapid_diagnosis,Rapid diagnostic test,MAL Investigation,1,
diagnosis_malaria,Was a diagnosis given?,,,
describe_diagnosis_malaria,Wha is the diagnosis?,,,
admit_malaria,Was the child admitted?,,,
monitor_plan_malaria,"At the time of admission, a monitoring plan is  prescribed according to the severity of the  patient's condition.",MAL Monitoring,1,
monitor_chart_malaria,"A standard monitoring chart is used with the  following information: patient details; vital signs;  clinical signs depending on condition; treatments  given, progress feeding and outcome.",MAL Monitoring,1,
smear_confirmation,Was antimalarial treatment started before blood smear confirmation?,MAL Treatment,1,
iv_quinine,IV quinine,MAL Treatment,,One of these 
im_quinine,IM quinine,MAL Treatment,,
im_artemether,IM artemether,MAL Treatment,,
iv_artesunate,IV artesunate,MAL Treatment,,
doses_recorded,Doses and time are recorded for medications and intravenous fluids,MAL Treatment,1,
reassess_twice_daily_mal,Seriously ill child is reassessed by a doctor upon   admission and reviewed at least twice daily until  improved.,MAL Monitoring,2,
reassess_malaria,Child is reassessed daily during working days by a  doctor,MAL Monitoring,2,
oral_anti_malaria,Oral antibiotics prescribed,MAL Followup,2,
counseling_malaria,Counseling of the mother on treatment,MAL Followup,2,
followup_malaria,"Before discharge, follow up is arranged in the health facility closest to the patient's home",MAL Followup,2,
discharge_note_malaria,All children receive a discharge note explaining their condition and providing information for the staff at the follow up facility,MAL Followup,2,
additional_notes_malaria,Were any additional steps completed that are not listed above. Please explain. ,MAL Followup,,
additional_questions,"If there are any additional questions or concerns,  please comment using the text box on the right.",MAL Followup,,
observational_scan_step_2_complete,Complete?,,,
facility_name_caretaker,Health facility name,,,
date_of_admission,Date of admission at this facility (mm-dd-yyyy),,,
lngth_of_stay,Length of stay in this facility at interview date,,,
relationship,Relationship to patient,,,
specify_relationship,Please specify.,,,
travel_time,How long did it take for you to travel to the facility from your home/referral centre?,,,
avail_medical,Availability of medical equipment,,,
physical_fac,Physical facilities are clean,,,
staff_welldress,Staff are well-dressed and appear neat,,,
facilities_appearance,Appearance of the physical facilities are consistent with the type of services provided,,,
timely_treat,Treatment is timely,,,
staff_sympathetic,Staff are sympathetic and reassuring when patient has problems,,,
staff_depend,Staff are dependable,,,
services_at_time,Staff provide their services at the times promised,,,
staff_records,Staff keep accurate records,,,
speed_response,Speed of response to your questions/complaints,,,
prompt_service,Prompt service from staff,,,
staff_willing,Staff willing to help patients,,,
respond_promptly,Staff respond promptly to patient request,,,
trustworthy,Staff are trustworthy,,,
patients_safe,Patients feel safe when transacting with staff,,,
staff_polite,Staff are polite,,,
staff_support,Staff get adequate support from the hospital to do their job well,,,
individual_attention,Staff gives individual attention to you and the patient,,,
staff_understood,Staff understood your concerns,,,
staff_caring,Hospital staff are caring,,,
hours_operates,Hospital operates at hours conventient,,,
care_taker_satisfaction_questionnaire_complete,Complete?,,,
position_health_worker,Job title of health worker,,,
facility_name,Name of facility ,,,
place_of_work,"Place of work in facility (Eg. pediatric ward, OPD, OR, ER)",,,
length_of_employment,"How long have you worked in the facility? (Eg. 1 month, 1 year)",,,
time_with_children,"How long have you been working in the nursery, pediatric OPD or children's ward?",,,
ward_improved,Are there things about the hospital buildings/ward that you think are good or things that could be improved?,,,
accommodation,The accommodation (space/beds) for the patient is,,,
toilets,The toilets and washing facilities for the patient is,,,
cleanliness,The cleanliness of the ward is,,,
food_given,The food given to the patient is,,,
cause_of_death,"In your opinion, what are the most common illnesses resulting in childhood death in your facility? (List 4)",,,
disease_1,Name the first common illness resulting in childhood death,,,
nature_disease_1,Nature of disease,,,
late_presentation,Late presentation of children to the hospital,,,
labproblems,Problems with laboratory diagnosis,,,
insufficient_drugs,Insufficient drugs,,,
inadequate_equipment,Inadequate equipment,,,
improper_care,Improper care,,,
lack_of_staff,Lack of staff for care and monitoring,,,
wrong_treatment,Wrong treatment given,,,
reason_for_death,Are there other reasons for death? Please explain. ,,,
second_disease,Name the second common illness resulting in childhood death,,,
nature_disease_2,Nature of disease,,,
late_presentation_2,Late presentation of children to the hospital,,,
lab_problems2,Problems with the laboratory diagnosis,,,
insuff_drugs_2,Insufficient drugs,,,
inade_equip_2,Inadequate equipment,,,
improper_care2,Improper care,,,
lack_of_staff_2,Lack of staff for care and monitoring,,,
wrong_treatment_2,Wrong treatment given,,,
reason_for_death_2,Are there other reasons for death? Please explain. ,,,
avail_drugs,Drugs,,,
avail_oxygen,Oxygen,,,
avail_blood,Blood for transfusion,,,
avail_iv,IV fluids,,,
avail_food,Food/special milk for malnutrition,,,
avail_lab_tests,Laboratory tests,,,
other_problems_lack_of_supplies,Do you have problems with/lack any other equipment or supplies that make it hard to look after sick children well or are supplies generally good?,,,
number_of_staff,Do you think the number of staff available to care for sick children is,,,
enough_time,Do you think there is enough time available to care for a child the best way you know how to,,,
night_nurse,There is sufficient nursing staff during the night,,,
weekend_nurse,There is sufficient nursing staff during the weekend,,,
supervision,"If you have a problem with a sick child, is supervision/support available to you?",,,
lack_of_kind_of_staff,Do you think the hospital lacks any important staff to help look after sick children? Are the number of children and quality of staff in general good? Please explain. ,,,
problem_with_help___1,"If you have problems getting help when you think you need it, is it because (choice=There are not enough skilled staff to call)",,,
problem_with_help___2,"If you have problems getting help when you think you need it, is it because (choice=You are unable to contact the right person)",,,
problem_with_help___3,"If you have problems getting help when you think you need it, is it because (choice=The response to your request is too slow)",,,
problem_with_help___4,"If you have problems getting help when you think you need it, is it because (choice=Other reason)",,,
problem_with_help_explain,Please explain.,,,
knowledge_of_illness,How is your knowledge about the illnesses of children presenting at this facility?,,,
training_and_knowledge,"What areas do you think you need more training? Or are there areas that you would like to improve your knowledge further? If none, write 'none'.",,,
professional_training,Are there possibilities for further professional training in your hospital? Please explain.,,,
rotation_nursing,"Is there a fixed rotation of nursing staff within the hospital at regular intervals? If yes, how often do you rotate?",,,
thoughts_rotation,What do you think about the rotation of staff?,,,
regular_meetings,"Are there regular meetings of all nurses/ other staff/doctors who work on children's ward? Please explain who participates, frequency and nature of meetings.",,,
audit_session2,Is there a regular feedback/audit session in terms of quality of care/mortality in children's ward? Please explain.,,,
clear_guidelines,Do you have clear guidelines on the work you are doing? Please explain.,,,
explanation,The information / explanations families are given about their child's illness is,,,
time_to_explain,The time you have to explain to the parents and children about their illness is,,,
carers_view,How do you think the parent's view the care on the ward?,,,
improve_understanding,Can you think of any way to improve parents' understanding of their children's illness?,,,
good_outcome,Can you remember a child you looked after recently when you were pleased with how things turned out?,,,
pleased_treatment,"If yes, were you pleased with how you helped the child do well?",,,
good_outcome_2,What aspects of your own performance/role pleased you? ,,,
bad_outcome,Can you think of a child you looked after recently when you were disappointed with how things turned out?,,,
bad_outcome_2,"If yes, what aspects of the child's care / progress did you think went badly and what do you think were the reasons for this?",,,
overall_performance,"Overall, are you pleased with what the hospital is able to do to help sick children?",,,
other_improvements,Are there any other things that you have not told us about that could be changed to improve the care of children in the hospital?,,,
suggested_improvement,Have you ever suggested these improvements to matron/doctors/management and with what results?,,,
staff_satisfied,Do you think the majority of your colleagues are generally satisfied with their work in the hospital?,,,
people_dissatisfied,What things do you think make people dissatisfied with their work?,,,
working_conditions,"What do you think about the working conditions (leadership, support etc)?",,,
improved,What could be improved to make people in the hospital more satisfied with their work?,,,
other_comments,Any other comments about your satisfaction of work.,,,
health_worker_satisfaction_questionnaire_complete,Complete?,,,
